Unnamed: 0,city,activity_name,activity_description,ID,prompt
441,"Icod de los Vinos, Spain",¡Ven y Disfruta de un Día Inolvidable en Calle San Agustín!,"???? Zona Verde Creativa
???? ¡Conviértete en un héroe del medio ambiente! Participa en talleres sostenibles para todas las edades:
???? Crea un jardín vertical
???? Haz bombas de semillas y ayuda a reforestar 
???? Jugando con la Sostenibilidad: actividades divertidas para aprender sobre el cuidado del planeta

???? Zona de Inclusión y Bienestar:
???? Talleres para mayores, niños y personas con diversidad funcional. ¡Porque todos somos parte de la comunidad!
???? Rincón Zen:
Disfruta de diferentes sesiones de Yoga para todas las edades: acroyoga en familia, yoga coreográfico y Yin Yang yoga. ¡Relájate y encuentra tu equilibrio!
???? La Esquina de la Diversión:
Música en vivo ????, cuentacuentos, pintacaras y juegos para los más pequeños.
disfrutar de una jornada repleta de actividades para toda la familia",441,"This is an event called 'Come and enjoy an unforgettable day on San Agustín street!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '???Creative Green Zone
???Become an environmental hero!Participate in sustainable workshops for all ages:
???Create a vertical garden
???Make seed bombs and help reforest 
???Playing with sustainability: fun activities to learn about the care of the planet

???Inclusion and well -being zone:
???Workshops for adults, children and people with functional diversity.Because we are all part of the community!
???Rincon Zen:
Enjoy different Yoga sessions for all ages: Acroyoga in Family, Yoga Choreographic and Yin Yang Yoga.Relax and find your balance!
???The corner of fun:
Live music ????, storyteller, paint and games for the little ones.
Enjoy a day full of activities for the whole family'"
442,"Icod de los Vinos, Spain",Ruta Astronómica :???? ¡Explora el Patrimonio y las Estrellas en Icod de los Vinos!,"Ruta Astronómica que combina un fascinante recorrido por el patrimonio cultural de Icod de los Vinos y una mágica observación del cielo nocturno en el impresionante Parque del DragoPrimera Parte: Paseo guiado por los monumentos y lugares históricos más emblemáticos de Icod, de la mano de Sergio León, experto en patrimonio cultural.
???? Segunda Parte: Finalizamos con una observación estelar, guiada por Vicente Ledesma, guía Starlight, que te mostrará las constelaciones y planetas más destacados del firmamento.",442,"This is an event called 'Astronomical route: ????Explore heritage and stars in Icod de los Vinos!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Astronomical route that combines a fascinating tour of the cultural heritage of Icod de los Vinos and a magical observation of the night sky in the impressive dragopimera park Part: Guided walk through the most emblematic historical monuments and places of ICOD, by Sergio León, expert in cultural heritage.
???Second part: We end with a star observation, guided by Vicente Ledesma, Starlight Guide, which will show you the most prominent constellations and planets of the sky.'"
443,"Igualada, Spain",Seguretat viària,No description available,443,"This is an event called 'Road safety', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
444,"Igualada, Spain",Activitat per coneixer el transport públic,No description available,444,"This is an event called 'Activity to know public transport', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
445,"Irun, Spain",MARCHA CICLISTA,No description available,445,"This is an event called 'Cycling march', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
446,"Isòvol, Spain",Mou-te i coneix!,Caminada i bicicletada cultural i esportiva pel municipi d'Isòvol.,446,"This is an event called 'Move and meet!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Cultural and sports hike and bicycle through the municipality of Isòvol.'"
447,"Ivars d'Urgell, Spain",Promoció de l'ús de la bicicleta per anar a l'escola,No description available,447,"This is an event called 'Promotion of bicycle use to go to school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
448,"Jaca, Spain",Formación de docentes para fomentar el uso de la bicicleta en los centros educativos,Actividad de formación dentro del programa educativo Aula en Bici,448,"This is an event called 'Teacher training to promote the use of bicycle in educational centers', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Training activity within the Bike Classroom Educational Program'"
449,"Jerez de la Frontera, Spain",Visita al CENTRO DE CONTROL DE TRÁFICO,"Visita de varias asociaciones de vecinos de nuestra ciudad al Centro de Control de Tráfico. Podrán conocer y visualizar la ciudad desde otro punto de vista. Durante la visita se darán de forma trasversal nociones básicas de educación vial , seguridad vial y fomentar la movilidad sostenible en la ciudad.
VISITAS CONCERTADAS:
    • 10. 30 horas: Federación Local  de Asociaciones de Vecinos “Solidaridad”. 
    • 11.30 horas Federación de Asociaciones ""La Plazoleta 2.0""
    • 12.30 horas Federación Asociaciones de Vecinos ""Jerez Urbano y Rural""
    • 13.30 horas Federación Coordinadora ""Zona sur Existe""",449,"This is an event called 'Visit to the Traffic Control Center', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Visit of several neighborhood associations of our city to the traffic control center.They can know and visualize the city from another point of view.During the visit, basic notions of road education, road safety and encourage sustainable mobility in the city will be given in transverse way.
Concerted visits:
• 10.30 hours: Local Federation of Neighborhood Associations ""Solidarity"". 
• 11.30 hours Federation of Associations ""La Plazoleta 2.0""
• 12.30 am Federation of Neighborhood Associations ""Urban and Rural Jerez""
• 13.30 hours Coordinator Federation ""South area exists""'"
450,"Jerez de la Frontera, Spain",DÍA DE LA MOVILIDAD ALTERNATIVA (La Ciudad Sin Mi Coche),"Se cortarán al tráfico las calles Barja, Santa Clara, Berrocala y Plaza de San Miguel (zona centro de la ciudad). En Plaza de San Miguel se realizan talleres de actividades educativas, lúdicas y deportivas con alumnos de centros escolares. Se conocerán las ventajas de una movilidad sostenible y amable con el medio ambiente, con desplazamientos a pie, transporte público, bicicleta... y las desventajas del uso de vehículos a motor.",450,"This is an event called 'Alternative mobility day (the city without my car)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'BARJA, SANTA CLARA, BERROCALA and PLAZA DE SAN MIGUEL (City Center Zone) will be cut to traffic.In Plaza de San Miguel, workshops of educational, recreational and sports activities are held with students of schools.The advantages of sustainable and friendly mobility with the environment will be known, with walking on foot, public transport, bicycle ... and the disadvantages of the use of motor vehicles.'"
451,"Jerez de la Frontera, Spain",EXPOSICIÓN DE VEHÍCULOS ELÉCTRICOS,"En el Centro Comercial ""Luz Shopping"" se organizará una exposición de vehículos 100% eléctricos. Se podrán conocer todas las novedades de la movilidad ecológica y sostenible  existente en el mercado actual y proyectos futuros a corto plazo.",451,"This is an event called 'Exhibition of electric vehicles', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'In the ""Luz Shopping"" shopping center an exhibition of 100% electric vehicles will be organized.All the news of ecological and sustainable mobility in the current market and future short -term projects can be known.'"
